M,N,K,dtype,opA,opB,metric,nsol,def_ms,tflops
32090,118,202,bf16,T,N,0,231,0.05909,25.89
32090,118,202,bf16,T,N,1,231,0.05877,26.03
32090,118,202,bf16,T,N,2,231,0.06021,25.41
5813,8026,10180,bf16,T,T,0,39,13.82144,68.73
5813,8026,10180,bf16,T,T,1,39,13.77813,68.94
5813,8026,10180,bf16,T,T,2,39,13.89179,68.38
311,90,74,bf16,T,T,0,39,0.01083,0.38
311,90,74,bf16,T,T,1,39,0.01104,0.38
311,90,74,bf16,T,T,2,39,0.01115,0.37
1202,3348,1295,fp16,T,T,0,53,0.71622,14.55
1202,3348,1295,fp16,T,T,1,53,0.71761,14.52
1202,3348,1295,fp16,T,T,2,53,0.71793,14.52
100,5628,31052,fp16,N,N,0,232,0.73356,47.65
100,5628,31052,fp16,N,N,1,232,0.73739,47.40
100,5628,31052,fp16,N,N,2,232,0.72913,47.94
1012,21159,325,fp32,T,T,0,82,0.44385,31.36
1012,21159,325,fp32,T,T,1,82,0.44070,31.58
1012,21159,325,fp32,T,T,2,82,0.44059,31.59
1282,333,481,fp32,N,T,0,612,0.03131,13.12
1282,333,481,fp32,N,T,1,612,0.03168,12.96
1282,333,481,fp32,N,T,2,612,0.03163,12.99
2453,570,1820,fp32,T,T,0,82,0.24651,20.65
2453,570,1820,fp32,T,T,1,82,0.24763,20.55
2453,570,1820,fp32,T,T,2,82,0.24752,20.56
341,12298,15826,fp32,T,T,0,82,4.11183,32.28
341,12298,15826,fp32,T,T,1,82,4.11167,32.28
341,12298,15826,fp32,T,T,2,82,4.11423,32.26
479,7223,2586,fp32,T,T,0,82,0.67862,26.37
479,7223,2586,fp32,T,T,1,82,0.67926,26.34
479,7223,2586,fp32,T,T,2,82,0.67729,26.42
388,3834,3931,fp16,N,T,0,68,0.72081,16.23
388,3834,3931,fp16,N,T,1,68,0.71953,16.25
388,3834,3931,fp16,N,T,2,68,0.71931,16.26
1025,3212,4134,fp16,N,N,0,217,0.38331,71.01
1025,3212,4134,fp16,N,N,1,217,0.38347,70.99
1025,3212,4134,fp16,N,N,2,217,0.38358,70.97
605,19394,392,bf16,N,N,0,166,0.47409,19.40
605,19394,392,bf16,N,N,1,166,0.47489,19.37
605,19394,392,bf16,N,N,2,166,0.47414,19.40
148,81,534,bf16,N,N,0,166,0.01499,0.85
148,81,534,bf16,N,N,1,166,0.01536,0.83
148,81,534,bf16,N,N,2,166,0.01547,0.83
11535,2155,18928,fp16,N,N,0,90,7.75129,121.40
11535,2155,18928,fp16,N,N,1,90,7.75348,121.37
11535,2155,18928,fp16,N,N,2,90,7.75566,121.33
314,557,82,fp16,N,N,0,94,0.02096,1.37
314,557,82,fp16,N,N,1,94,0.02075,1.38
314,557,82,fp16,N,N,2,94,0.02085,1.38
5186,1262,116,fp16,T,T,0,88,0.12469,12.18
5186,1262,116,fp16,T,T,1,88,0.12475,12.17
5186,1262,116,fp16,T,T,2,88,0.12523,12.12
18865,22245,580,fp16,N,T,0,62,7.04541,69.09
18865,22245,580,fp16,N,T,1,62,7.04243,69.12
18865,22245,580,fp16,N,T,2,62,7.04723,69.08
1172,29264,531,bf16,T,T,0,39,0.50235,72.51
1172,29264,531,bf16,T,T,1,39,0.50182,72.58
1172,29264,531,bf16,T,T,2,39,0.50225,72.52
2386,18190,3191,fp32,N,N,0,556,18.21786,15.20
2386,18190,3191,fp32,N,N,1,556,18.00831,15.38
2386,18190,3191,fp32,N,N,2,556,17.95812,15.42
5994,7002,579,fp32,N,T,0,612,1.52300,31.91
5994,7002,579,fp32,N,T,1,612,1.52444,31.88
5994,7002,579,fp32,N,T,2,612,1.52599,31.85
9018,107,67,fp32,T,T,0,82,0.02261,5.72
9018,107,67,fp32,T,T,1,82,0.02304,5.61
9018,107,67,fp32,T,T,2,82,0.02267,5.70
119,461,164,fp16,T,N,0,245,0.03104,0.58
119,461,164,fp16,T,N,1,245,0.03163,0.57
119,461,164,fp16,T,N,2,245,0.03120,0.58
106,19703,12487,bf16,T,T,0,39,0.73195,71.26
106,19703,12487,bf16,T,T,1,39,0.73414,71.05
106,19703,12487,bf16,T,T,2,39,0.73153,71.30
1513,7063,204,fp32,T,T,0,82,0.18816,23.17
1513,7063,204,fp32,T,T,1,82,0.18827,23.16
1513,7063,204,fp32,T,T,2,82,0.18891,23.08
9372,204,114,bf16,N,N,0,273,0.02816,15.48
9372,204,114,bf16,N,N,1,273,0.02779,15.69
9372,204,114,bf16,N,N,2,273,0.02795,15.60
30547,1985,9404,fp16,N,N,0,90,18.01183,63.32
30547,1985,9404,fp16,N,N,1,90,17.96175,63.49
30547,1985,9404,fp16,N,N,2,90,17.95973,63.50
23618,815,3616,fp32,T,T,0,82,3.99530,34.84
23618,815,3616,fp32,T,T,1,82,3.99642,34.83
23618,815,3616,fp32,T,T,2,82,3.99738,34.82
4029,380,17193,fp16,T,N,0,387,0.80668,65.26
4029,380,17193,fp16,T,N,1,387,0.80577,65.34
4029,380,17193,fp16,T,N,2,387,0.80710,65.23
11906,14990,397,fp16,T,T,0,53,2.48307,57.07
11906,14990,397,fp16,T,T,1,53,2.48312,57.07
11906,14990,397,fp16,T,T,2,53,2.48397,57.05
174,141,88,bf16,N,N,0,166,0.00992,0.44
174,141,88,bf16,N,N,1,166,0.00987,0.44
174,141,88,bf16,N,N,2,166,0.00992,0.44
192,1107,18638,fp32,T,T,0,82,0.41190,19.23
192,1107,18638,fp32,T,T,1,82,0.41184,19.24
192,1107,18638,fp32,T,T,2,82,0.41248,19.21
1555,360,14955,bf16,T,N,0,489,0.20715,80.83
1555,360,14955,bf16,T,N,1,489,0.20736,80.75
1555,360,14955,bf16,T,N,2,489,0.20827,80.39
96,2681,7921,fp32,N,N,0,558,0.23696,17.21
96,2681,7921,fp32,N,N,1,558,0.23867,17.08
96,2681,7921,fp32,N,N,2,558,0.23872,17.08
189,4734,791,fp32,T,N,0,519,0.06597,21.45
189,4734,791,fp32,T,N,1,519,0.06581,21.51
189,4734,791,fp32,T,N,2,519,0.06539,21.65
417,587,603,bf16,T,T,0,39,0.01840,16.04
417,587,603,bf16,T,T,1,39,0.01872,15.77
417,587,603,bf16,T,T,2,39,0.01861,15.86
617,8315,363,fp16,T,N,0,245,0.34384,10.83
617,8315,363,fp16,T,N,1,245,0.34406,10.83
617,8315,363,fp16,T,N,2,245,0.34416,10.82
943,11227,5886,fp32,T,N,0,519,3.34767,37.23
943,11227,5886,fp32,T,N,1,519,3.34943,37.21
943,11227,5886,fp32,T,N,2,519,3.34879,37.22
8325,8211,1121,fp16,T,T,0,53,1.67005,91.77
8325,8211,1121,fp16,T,T,1,53,1.67085,91.72
8325,8211,1121,fp16,T,T,2,53,1.67239,91.64
472,583,3361,bf16,T,T,0,39,0.08603,21.50
472,583,3361,bf16,T,T,1,39,0.08741,21.16
472,583,3361,bf16,T,T,2,39,0.08651,21.38
22271,8728,91,fp16,T,T,0,53,1.32828,26.63
22271,8728,91,fp16,T,T,1,53,1.32770,26.65
22271,8728,91,fp16,T,T,2,53,1.32823,26.64
1892,16055,23124,fp16,N,N,0,94,12.27614,114.44
1892,16055,23124,fp16,N,N,1,94,12.27363,114.46
1892,16055,23124,fp16,N,N,2,94,12.29620,114.25
2272,2969,2036,fp16,N,N,0,94,0.30672,89.55
2272,2969,2036,fp16,N,N,1,94,0.30651,89.62
2272,2969,2036,fp16,N,N,2,94,0.30667,89.57
4452,17482,13643,fp16,N,N,0,98,29.82434,71.21
4452,17482,13643,fp16,N,N,1,98,29.99101,70.81
4452,17482,13643,fp16,N,N,2,98,29.93784,70.94
314,1199,5099,fp32,N,T,0,612,0.26022,14.75
314,1199,5099,fp32,N,T,1,612,0.26144,14.69
314,1199,5099,fp32,N,T,2,612,0.26059,14.73
257,1588,259,fp32,T,T,0,82,0.02619,8.07
257,1588,259,fp32,T,T,1,82,0.02640,8.01
257,1588,259,fp32,T,T,2,82,0.02624,8.06
879,4392,108,fp16,T,N,0,513,0.03451,24.17
879,4392,108,fp16,T,N,1,513,0.03451,24.17
879,4392,108,fp16,T,N,2,513,0.03440,24.24
3326,820,76,bf16,N,T,0,57,0.04885,8.49
3326,820,76,bf16,N,T,1,57,0.04923,8.42
3326,820,76,bf16,N,T,2,57,0.04912,8.44
211,2476,2485,bf16,T,N,0,345,0.06091,42.63
211,2476,2485,bf16,T,N,1,345,0.06091,42.63
211,2476,2485,bf16,T,N,2,345,0.06117,42.44
996,2794,27247,bf16,T,T,0,39,1.43964,105.34
996,2794,27247,bf16,T,T,1,39,1.43751,105.49
996,2794,27247,bf16,T,T,2,39,1.43618,105.59
6747,14475,3661,fp16,T,T,0,53,9.65910,74.03
6747,14475,3661,fp16,T,T,1,53,9.83414,72.71
6747,14475,3661,fp16,T,T,2,53,9.89222,72.29
157,6770,83,bf16,T,N,0,231,0.01803,9.79
157,6770,83,bf16,T,N,1,231,0.01835,9.62
157,6770,83,bf16,T,N,2,231,0.01813,9.73
149,203,268,fp32,N,T,0,612,0.01035,1.57
149,203,268,fp32,N,T,1,612,0.01045,1.55
149,203,268,fp32,N,T,2,612,0.01045,1.55
500,32431,4675,fp32,N,T,0,612,7.07603,21.43
500,32431,4675,fp32,N,T,1,612,7.17603,21.13
500,32431,4675,fp32,N,T,2,612,7.08840,21.39
986,268,1333,fp32,N,T,0,614,0.05045,13.96
986,268,1333,fp32,N,T,1,614,0.05040,13.98
986,268,1333,fp32,N,T,2,614,0.05024,14.02
522,93,896,bf16,N,T,0,62,0.00976,8.91
522,93,896,bf16,N,T,1,62,0.00976,8.91
522,93,896,bf16,N,T,2,62,0.00992,8.77
4656,759,2229,bf16,T,T,0,39,0.20464,76.98
4656,759,2229,bf16,T,T,1,39,0.20480,76.92
4656,759,2229,bf16,T,T,2,39,0.20491,76.88
154,14465,9515,fp32,N,N,0,556,2.64147,16.05
154,14465,9515,fp32,N,N,1,556,2.62168,16.17
154,14465,9515,fp32,N,N,2,556,2.64424,16.03
2571,11777,10068,fp16,T,N,0,245,8.22250,74.15
2571,11777,10068,fp16,T,N,1,245,8.17631,74.57
2571,11777,10068,fp16,T,N,2,245,8.03684,75.86
823,2702,1162,bf16,T,N,0,238,0.35856,14.41
823,2702,1162,bf16,T,N,1,238,0.36059,14.33
823,2702,1162,bf16,T,N,2,238,0.36128,14.30
71,207,262,bf16,N,T,0,57,0.01275,0.60
71,207,262,bf16,N,T,1,57,0.01312,0.59
71,207,262,bf16,N,T,2,57,0.01323,0.58
939,6937,4202,bf16,T,N,0,231,1.33335,41.06
939,6937,4202,bf16,T,N,1,231,1.33431,41.03
939,6937,4202,bf16,T,N,2,231,1.33346,41.05
16178,9411,7020,fp16,N,T,0,62,30.68936,69.65
16178,9411,7020,fp16,N,T,1,62,30.88995,69.20
16178,9411,7020,fp16,N,T,2,62,30.69022,69.65
1362,105,126,fp32,N,T,0,612,0.01056,3.41
1362,105,126,fp32,N,T,1,612,0.01045,3.45
1362,105,126,fp32,N,T,2,612,0.01035,3.48
353,112,698,fp16,N,N,0,364,0.03675,1.50
353,112,698,fp16,N,N,1,364,0.03280,1.68
353,112,698,fp16,N,N,2,364,0.03291,1.68
10583,8132,1637,fp16,T,T,0,53,2.75507,102.27
10583,8132,1637,fp16,T,T,1,53,2.75640,102.22
10583,8132,1637,fp16,T,T,2,53,2.75849,102.14
320,1267,115,bf16,T,N,0,231,0.01285,7.26
320,1267,115,bf16,T,N,1,231,0.01275,7.32
320,1267,115,bf16,T,N,2,231,0.01264,7.38
26765,448,3895,bf16,N,T,0,201,1.03927,89.88
26765,448,3895,bf16,N,T,1,201,1.04060,89.76
26765,448,3895,bf16,N,T,2,201,1.04183,89.66
344,1008,8021,bf16,T,T,0,39,0.20774,26.78
344,1008,8021,bf16,T,T,1,39,0.21094,26.37
344,1008,8021,bf16,T,T,2,39,0.21323,26.09
11636,1746,8282,fp16,N,N,0,98,2.91737,115.35
11636,1746,8282,fp16,N,N,1,98,2.91550,115.43
11636,1746,8282,fp16,N,N,2,98,2.91582,115.41
7051,164,4162,fp32,N,N,0,556,0.52923,18.19
7051,164,4162,fp32,N,N,1,556,0.52907,18.19
7051,164,4162,fp32,N,N,2,556,0.52614,18.29
6088,4551,241,fp32,N,T,0,612,0.49078,27.21
6088,4551,241,fp32,N,T,1,612,0.49142,27.18
6088,4551,241,fp32,N,T,2,612,0.49083,27.21
116,433,2720,fp32,N,T,0,612,0.04192,6.52
116,433,2720,fp32,N,T,1,612,0.04245,6.44
116,433,2720,fp32,N,T,2,612,0.04235,6.45
2126,13189,21371,bf16,T,N,0,231,14.70908,81.48
2126,13189,21371,bf16,T,N,1,231,14.77302,81.13
2126,13189,21371,bf16,T,N,2,231,14.80321,80.96
2467,1723,2888,fp16,T,T,0,53,0.27467,89.39
2467,1723,2888,fp16,T,T,1,53,0.27216,90.21
2467,1723,2888,fp16,T,T,2,53,0.27568,89.06
458,86,528,bf16,T,T,0,39,0.01611,2.58
458,86,528,bf16,T,T,1,39,0.01648,2.52
458,86,528,bf16,T,T,2,39,0.01616,2.57
22266,294,18504,bf16,T,N,0,231,2.53608,95.53
22266,294,18504,bf16,T,N,1,231,2.53758,95.47
22266,294,18504,bf16,T,N,2,231,2.53774,95.46
869,2264,200,fp16,T,N,0,513,0.02571,30.61
869,2264,200,fp16,T,N,1,513,0.02523,31.20
869,2264,200,fp16,T,N,2,513,0.02565,30.68
966,283,604,fp16,T,T,0,53,0.07056,4.68
966,283,604,fp16,T,T,1,53,0.07077,4.67
966,283,604,fp16,T,T,2,53,0.07040,4.69
2495,12978,631,bf16,N,N,0,166,2.04872,19.95
2495,12978,631,bf16,N,N,1,166,2.04376,19.99
2495,12978,631,bf16,N,N,2,166,2.04674,19.97
1010,68,252,bf16,T,T,0,39,0.01285,2.69
1010,68,252,bf16,T,T,1,39,0.01285,2.69
1010,68,252,bf16,T,T,2,39,0.01296,2.67
11349,2495,157,fp16,N,T,0,62,0.32502,27.36
11349,2495,157,fp16,N,T,1,62,0.32507,27.35
11349,2495,157,fp16,N,T,2,62,0.32560,27.31
67,699,1603,fp16,N,N,0,97,0.02395,6.27
67,699,1603,fp16,N,N,1,97,0.02384,6.30
67,699,1603,fp16,N,N,2,97,0.02411,6.23
74,1447,181,bf16,T,N,0,231,0.01376,2.82
74,1447,181,bf16,T,N,1,231,0.01355,2.86
74,1447,181,bf16,T,N,2,231,0.01333,2.91
110,232,7024,bf16,T,T,0,39,0.14437,2.48
110,232,7024,bf16,T,T,1,39,0.14379,2.49
110,232,7024,bf16,T,T,2,39,0.14507,2.47
5224,6608,5080,bf16,N,T,0,201,2.91545,120.30
5224,6608,5080,bf16,N,T,1,201,2.93225,119.61
5224,6608,5080,bf16,N,T,2,201,2.92569,119.88
174,1184,1099,bf16,T,T,0,39,0.02560,17.69
174,1184,1099,bf16,T,T,1,39,0.02544,17.80
174,1184,1099,bf16,T,T,2,39,0.02555,17.73
488,740,104,fp16,N,N,0,223,0.01029,7.30
488,740,104,fp16,N,N,1,223,0.01045,7.19
488,740,104,fp16,N,N,2,223,0.01035,7.26
25898,2128,992,bf16,N,T,0,201,1.14764,95.27
25898,2128,992,bf16,N,T,1,201,1.15127,94.97
25898,2128,992,bf16,N,T,2,201,1.15148,94.96
20715,1381,296,fp32,N,N,0,556,0.48417,34.98
20715,1381,296,fp32,N,N,1,556,0.48427,34.97
20715,1381,296,fp32,N,N,2,556,0.48433,34.97
2045,496,667,bf16,T,T,0,39,0.03840,35.24
2045,496,667,bf16,T,T,1,39,0.03872,34.95
2045,496,667,bf16,T,T,2,39,0.03867,34.99
158,296,4818,fp16,T,N,0,589,0.03595,12.54
158,296,4818,fp16,T,N,1,589,0.03621,12.44
158,296,4818,fp16,T,N,2,589,0.03611,12.48
192,5614,29044,fp32,T,N,0,519,3.22708,19.40
192,5614,29044,fp32,T,N,1,519,3.23118,19.38
192,5614,29044,fp32,T,N,2,519,3.27337,19.13
466,16572,278,bf16,N,T,0,57,0.24006,17.89
466,16572,278,bf16,N,T,1,57,0.23926,17.95
466,16572,278,bf16,N,T,2,57,0.23995,17.89
81,83,334,bf16,T,T,0,39,0.01392,0.32
81,83,334,bf16,T,T,1,39,0.01355,0.33
81,83,334,bf16,T,T,2,39,0.01333,0.34
135,6933,284,bf16,N,N,0,166,0.02789,19.06
135,6933,284,bf16,N,N,1,166,0.02795,19.02
135,6933,284,bf16,N,N,2,166,0.02795,19.02
720,331,126,fp32,T,T,0,82,0.01573,3.82
720,331,126,fp32,T,T,1,82,0.01541,3.90
720,331,126,fp32,T,T,2,82,0.01536,3.91
869,129,237,fp32,N,N,0,556,0.01291,4.12
869,129,237,fp32,N,N,1,556,0.01291,4.12
869,129,237,fp32,N,N,2,556,0.01301,4.08
1505,14095,326,fp16,T,T,0,53,0.89868,15.39
1505,14095,326,fp16,T,T,1,53,0.89878,15.39
1505,14095,326,fp16,T,T,2,53,0.89862,15.39
334,2072,2231,fp16,T,T,0,53,0.31926,9.67
334,2072,2231,fp16,T,T,1,53,0.31958,9.66
334,2072,2231,fp16,T,T,2,53,0.31904,9.68
5119,635,210,bf16,N,T,0,57,0.05947,22.96
5119,635,210,bf16,N,T,1,57,0.05920,23.06
5119,635,210,bf16,N,T,2,57,0.05920,23.06
4936,94,8035,fp32,T,T,0,82,0.53259,14.00
4936,94,8035,fp32,T,T,1,82,0.52742,14.14
4936,94,8035,fp32,T,T,2,82,0.52854,14.11
245,919,580,bf16,N,T,0,57,0.04971,5.25
245,919,580,bf16,N,T,1,57,0.04933,5.29
245,919,580,bf16,N,T,2,57,0.04933,5.29
1908,22277,6597,fp16,T,N,0,245,3.98597,140.69
1908,22277,6597,fp16,T,N,1,245,3.98661,140.67
1908,22277,6597,fp16,T,N,2,245,3.98938,140.57
174,12917,265,fp16,N,N,0,94,0.05264,22.63
174,12917,265,fp16,N,N,1,94,0.05301,22.47
174,12917,265,fp16,N,N,2,94,0.05312,22.42
649,3639,799,fp32,T,N,0,519,0.13552,27.85
649,3639,799,fp32,T,N,1,519,0.13600,27.75
649,3639,799,fp32,T,N,2,519,0.13568,27.82
859,5876,89,fp32,N,T,0,614,0.06315,14.23
859,5876,89,fp32,N,T,1,614,0.06331,14.19
859,5876,89,fp32,N,T,2,614,0.06347,14.16
29715,993,8860,fp32,T,T,0,82,13.54538,38.60
29715,993,8860,fp32,T,T,1,82,13.54400,38.60
29715,993,8860,fp32,T,T,2,82,13.54448,38.60
6947,3183,74,fp16,N,T,0,62,0.20123,16.26
6947,3183,74,fp16,N,T,1,62,0.20155,16.24
6947,3183,74,fp16,N,T,2,62,0.20219,16.19
8970,7728,9645,fp16,N,T,0,227,19.56321,68.35
8970,7728,9645,fp16,N,T,1,227,19.52636,68.48
8970,7728,9645,fp16,N,T,2,227,19.44454,68.77
2559,4841,13466,fp32,T,T,0,82,8.78997,37.96
2559,4841,13466,fp32,T,T,1,82,8.79327,37.94
2559,4841,13466,fp32,T,T,2,82,8.79317,37.94
131,16953,26390,fp16,N,N,0,97,3.22926,36.30
131,16953,26390,fp16,N,N,1,97,3.22281,36.37
131,16953,26390,fp16,N,N,2,97,3.22953,36.30
471,886,81,fp16,N,T,0,62,0.01227,5.51
471,886,81,fp16,N,T,1,62,0.01221,5.54
471,886,81,fp16,N,T,2,62,0.01221,5.54
5677,318,97,fp16,T,N,0,245,0.05216,6.71
5677,318,97,fp16,T,N,1,245,0.05216,6.71
5677,318,97,fp16,T,N,2,245,0.05195,6.74
21338,649,21082,fp16,N,T,0,62,10.90274,53.56
21338,649,21082,fp16,N,T,1,62,10.73650,54.38
21338,649,21082,fp16,N,T,2,62,10.85223,53.80
420,599,93,fp16,T,T,0,53,0.01755,2.67
420,599,93,fp16,T,T,1,53,0.01755,2.67
420,599,93,fp16,T,T,2,53,0.01755,2.67
25896,1265,29585,bf16,T,T,0,39,33.83287,57.29
25896,1265,29585,bf16,T,T,1,39,33.35852,58.11
25896,1265,29585,bf16,T,T,2,39,33.72434,57.48
1140,2827,3524,fp32,N,T,0,612,0.68401,33.21
1140,2827,3524,fp32,N,T,1,612,0.68395,33.21
1140,2827,3524,fp32,N,T,2,612,0.68262,33.27
1081,2191,1742,fp32,N,T,0,612,0.27536,29.97
1081,2191,1742,fp32,N,T,1,612,0.27531,29.97
1081,2191,1742,fp32,N,T,2,612,0.27563,29.94
222,11147,1866,bf16,N,T,0,62,0.38800,23.80
222,11147,1866,bf16,N,T,1,62,0.38774,23.82
222,11147,1866,bf16,N,T,2,62,0.38774,23.82
10577,16955,71,bf16,T,T,0,39,2.41480,10.55
10577,16955,71,bf16,T,T,1,39,2.40301,10.60
10577,16955,71,bf16,T,T,2,39,2.40163,10.60
5007,6704,12581,fp32,T,N,0,525,22.06548,38.28
5007,6704,12581,fp32,T,N,1,525,22.06532,38.28
5007,6704,12581,fp32,T,N,2,525,22.06692,38.27
190,1393,5249,fp32,N,N,0,556,0.12411,22.39
190,1393,5249,fp32,N,N,1,556,0.12427,22.36
190,1393,5249,fp32,N,N,2,556,0.12421,22.37
2018,4240,29254,bf16,N,N,0,388,6.50189,77.00
2018,4240,29254,bf16,N,N,1,388,6.49767,77.04
2018,4240,29254,bf16,N,N,2,388,6.50317,76.98
559,85,170,bf16,T,N,0,231,0.01131,1.43
559,85,170,bf16,T,N,1,231,0.01125,1.44
559,85,170,bf16,T,N,2,231,0.01141,1.42
9504,1209,6865,bf16,N,T,0,57,1.91912,82.21
9504,1209,6865,bf16,N,T,1,57,1.92125,82.11
9504,1209,6865,bf16,N,T,2,57,1.94520,81.10
3708,11510,1518,fp32,N,T,0,612,3.58020,36.19
3708,11510,1518,fp32,N,T,1,612,3.57988,36.19
3708,11510,1518,fp32,N,T,2,612,3.58084,36.19
1226,541,9918,fp16,N,N,0,103,0.46518,28.28
1226,541,9918,fp16,N,N,1,103,0.46454,28.32
1226,541,9918,fp16,N,N,2,103,0.46459,28.32
216,77,1224,bf16,T,N,0,238,0.02000,2.04
216,77,1224,bf16,T,N,1,238,0.02032,2.00
216,77,1224,bf16,T,N,2,238,0.02027,2.01
299,22499,12831,fp16,T,N,0,245,1.73885,99.28
299,22499,12831,fp16,T,N,1,245,1.74029,99.20
299,22499,12831,fp16,T,N,2,245,1.74135,99.14
865,3870,29521,fp16,T,N,0,245,4.62443,42.74
865,3870,29521,fp16,T,N,1,245,4.61061,42.87
865,3870,29521,fp16,T,N,2,245,4.61813,42.80
16317,19559,1036,bf16,T,T,0,39,8.31215,79.55
16317,19559,1036,bf16,T,T,1,39,8.31418,79.53
16317,19559,1036,bf16,T,T,2,39,8.31764,79.50
183,5514,8753,fp16,T,T,0,53,1.66530,10.61
183,5514,8753,fp16,T,T,1,53,1.66946,10.58
183,5514,8753,fp16,T,T,2,53,1.66951,10.58
758,72,559,bf16,N,N,0,398,0.02128,2.87
758,72,559,bf16,N,N,1,398,0.02133,2.86
758,72,559,bf16,N,N,2,398,0.02139,2.85
3504,3628,22592,bf16,N,N,0,273,5.13009,111.97
3504,3628,22592,bf16,N,N,1,273,5.13841,111.79
3504,3628,22592,bf16,N,N,2,273,5.15142,111.50
216,1019,11332,fp32,N,N,0,558,0.72395,6.89
216,1019,11332,fp32,N,N,1,558,0.72657,6.87
216,1019,11332,fp32,N,N,2,558,0.72246,6.90
8130,6678,344,fp32,N,N,0,556,1.18295,31.58
8130,6678,344,fp32,N,N,1,556,1.18295,31.58
8130,6678,344,fp32,N,N,2,556,1.18327,31.57
1012,5320,10761,fp16,N,T,0,227,1.33756,86.63
1012,5320,10761,fp16,N,T,1,227,1.33746,86.64
1012,5320,10761,fp16,N,T,2,227,1.33634,86.71
12045,182,22942,bf16,N,T,0,62,1.78007,56.51
12045,182,22942,bf16,N,T,1,62,1.79495,56.04
12045,182,22942,bf16,N,T,2,62,1.80055,55.86
114,305,4766,fp32,T,N,0,519,0.08059,4.11
114,305,4766,fp32,T,N,1,519,0.08107,4.09
114,305,4766,fp32,T,N,2,519,0.08181,4.05
89,22004,2505,fp32,T,N,0,525,0.40272,24.36
89,22004,2505,fp32,T,N,1,525,0.40267,24.37
89,22004,2505,fp32,T,N,2,525,0.40278,24.36
140,407,493,fp16,T,N,0,245,0.01488,3.78
140,407,493,fp16,T,N,1,245,0.01509,3.72
140,407,493,fp16,T,N,2,245,0.01520,3.70
10559,27786,176,fp16,N,N,0,92,2.18802,47.20
10559,27786,176,fp16,N,N,1,92,2.16845,47.63
10559,27786,176,fp16,N,N,2,92,2.18488,47.27
1438,2807,7817,bf16,N,N,0,166,1.07404,58.76
1438,2807,7817,bf16,N,N,1,166,1.07415,58.75
1438,2807,7817,bf16,N,N,2,166,1.07297,58.81
73,217,108,fp32,T,T,0,82,0.01301,0.26
73,217,108,fp32,T,T,1,82,0.01328,0.26
73,217,108,fp32,T,T,2,82,0.01349,0.25
29339,160,14198,bf16,T,T,0,39,1.82834,72.91
29339,160,14198,bf16,T,T,1,39,1.83031,72.83
29339,160,14198,bf16,T,T,2,39,1.83986,72.45
84,180,3238,bf16,T,T,0,39,0.06336,1.55
84,180,3238,bf16,T,T,1,39,0.06309,1.55
84,180,3238,bf16,T,T,2,39,0.06283,1.56
304,882,410,fp16,N,N,0,98,0.03387,6.49
304,882,410,fp16,N,N,1,98,0.03392,6.48
304,882,410,fp16,N,N,2,98,0.03376,6.51
110,23091,164,fp16,T,T,0,53,0.04864,17.13
110,23091,164,fp16,T,T,1,53,0.04811,17.32
110,23091,164,fp16,T,T,2,53,0.04832,17.24
15432,2082,13156,bf16,N,T,0,57,12.86153,65.73
15432,2082,13156,bf16,N,T,1,57,12.79673,66.06
15432,2082,13156,bf16,N,T,2,57,12.60180,67.08
3442,122,13296,fp16,T,N,0,258,1.55378,7.19
3442,122,13296,fp16,T,N,1,258,1.54412,7.23
3442,122,13296,fp16,T,N,2,258,1.54855,7.21
29609,136,9792,fp16,N,N,0,364,1.10887,71.12
29609,136,9792,fp16,N,N,1,364,1.11031,71.03
29609,136,9792,fp16,N,N,2,364,1.10940,71.08
75,27249,86,bf16,N,T,0,57,0.05120,6.87
75,27249,86,bf16,N,T,1,57,0.05131,6.85
75,27249,86,bf16,N,T,2,57,0.05131,6.85
15145,751,18949,fp32,N,T,0,612,11.49827,37.49
15145,751,18949,fp32,N,T,1,612,11.49864,37.49
15145,751,18949,fp32,N,T,2,612,11.49949,37.48
571,372,6834,fp32,T,T,0,82,0.15856,18.31
571,372,6834,fp32,T,T,1,82,0.15856,18.31
571,372,6834,fp32,T,T,2,82,0.15846,18.32
106,184,4742,bf16,T,T,0,39,0.08976,2.06
106,184,4742,bf16,T,T,1,39,0.08805,2.10
106,184,4742,bf16,T,T,2,39,0.08896,2.08
15291,3911,543,fp32,T,N,0,519,1.80370,36.01
15291,3911,543,fp32,T,N,1,519,1.80082,36.06
15291,3911,543,fp32,T,N,2,519,1.80199,36.04
24430,71,91,bf16,N,N,0,166,0.03339,9.46
24430,71,91,bf16,N,N,1,166,0.03355,9.41
24430,71,91,bf16,N,N,2,166,0.03355,9.41
67,960,1253,fp16,N,N,0,377,0.01899,8.49
67,960,1253,fp16,N,N,1,377,0.01915,8.42
67,960,1253,fp16,N,N,2,377,0.01925,8.37
245,2194,3381,bf16,T,N,0,244,0.12160,29.89
245,2194,3381,bf16,T,N,1,244,0.12139,29.94
245,2194,3381,bf16,T,N,2,244,0.12123,29.98
161,3119,1061,fp32,T,T,0,82,0.07675,13.88
161,3119,1061,fp32,T,T,1,82,0.07707,13.83
161,3119,1061,fp32,T,T,2,82,0.07717,13.81
356,3289,595,bf16,N,T,0,57,0.05467,25.49
356,3289,595,bf16,N,T,1,57,0.05525,25.22
356,3289,595,bf16,N,T,2,57,0.05504,25.31
1866,75,16699,fp32,T,N,0,519,0.36427,12.83
