M,N,K,dtype,opA,opB,nsol,best_sol,best_ms,def_ms,gain,nrot,reps,ach_gbs,cache_flag,clk_drift
834,1018,640,bf16,T,N,69,-621289995,0.02401,0.04607,1.9186,4,200,240.1,0,1.0096
181,34,9814,fp16,T,N,78,-387,0.05608,0.30768,5.4865,4,33,75.7,0,1.0068
2292,2187,669,fp32,N,T,312,-621283639,0.09559,0.10318,1.0794,4,83,335.2,0,0.6943
7155,6,2,bf16,T,T,20,-150,0.00658,0.01435,2.1816,4,527,30.5,0,1.2248
707,12977,21732,fp16,T,N,75,-621296119,1.16684,1.33914,1.1477,4,8,541.2,0,0.7692
304,1,171,bf16,N,T,28,-9,0.00371,0.03087,8.3172,4,303,28.4,0,0.9741
235,1987,7053,fp32,T,N,354,-621284162,0.09990,0.10224,1.0234,4,73,646.2,0,0.7037
28,5253,388,fp32,T,T,66,-621291435,0.00714,0.01094,1.5327,4,774,1230.8,0,0.9972
18,16944,183,fp32,N,N,306,-621283777,0.00661,0.01295,1.9591,4,688,2062.3,0,1.0023
20839,1437,227,bf16,N,T,27,-621290043,0.10126,0.12459,1.2304,4,79,1282.8,0,0.8307
5331,3647,575,bf16,N,N,17,-621292875,0.12040,0.14224,1.1814,4,69,731.7,0,0.8236
1225,157,6,fp32,T,T,66,-621291446,0.00648,0.00612,0.9448,4,1541,123.8,0,0.9929
1237,457,30198,fp16,N,T,33,-621295777,0.63618,1.14804,1.8046,4,9,164.4,0,1.0112
2,6,106,fp16,T,T,5,-447,0.00672,0.00631,0.9381,4,1240,0.3,0,0.9930
22375,17874,741,fp32,N,N,292,-621283869,5.63161,6.34691,1.1270,4,5,305.2,0,0.6721
73,1,24834,fp16,N,T,34,-9,0.01709,0.79060,46.2608,4,13,215.1,0,0.9580
105,284,20179,bf16,N,T,32,-621290049,0.38392,0.65049,1.6943,4,16,41.2,0,0.9980
612,61,109,fp32,N,N,306,-621283825,0.00644,0.00642,0.9970,4,1532,68.7,0,0.9972
98,2384,10294,bf16,T,N,79,-621289993,0.21387,0.32131,1.5024,4,31,243.3,0,1.0094
1,58,33,fp32,T,T,21,-9,0.00385,0.00641,1.6644,4,1557,2.1,0,1.1271
6246,10952,3781,fp32,N,N,292,-621283820,4.67869,5.31934,1.1369,4,5,114.1,0,0.6801
25,15,9,fp32,N,N,346,-621293160,0.00667,0.00654,0.9807,4,1541,0.4,0,0.9884
25,6385,10,bf16,N,T,27,-349,0.00658,0.02264,3.4389,4,379,116.5,0,1.0119
2,1587,10,fp32,T,N,174,-621284333,0.00571,0.00586,1.0265,4,1392,13.4,0,0.9877
8628,7289,24554,fp16,T,T,22,-621291510,6.41159,6.96870,1.0869,4,5,161.1,0,0.6866
14,944,64,fp32,N,N,350,-621293214,0.00647,0.00643,0.9937,4,1538,46.0,0,1.1640
28746,383,26228,bf16,T,N,76,-621289986,1.63017,1.94118,1.1908,4,6,964.3,0,0.7129
94,2772,2388,fp16,T,T,22,-621291497,0.09858,0.09909,1.0052,4,90,149.4,0,0.9820
401,323,37,fp32,N,N,264,-621283776,0.00555,0.00575,1.0359,4,1680,112.6,0,1.1374
10,21,6898,fp32,N,N,370,-621293355,0.00898,0.00922,1.0272,4,915,95.3,0,0.9853
243,26415,15439,fp32,T,T,66,-621283260,2.37000,2.51539,1.0613,4,5,705.5,0,0.7012
20880,10,113,bf16,N,N,17,-257,0.01674,0.03065,1.8305,4,298,331.8,0,1.1669
2,5166,3585,fp16,T,T,5,-445,0.14690,0.16268,1.1075,4,55,252.5,0,0.9917
2,505,8,fp16,T,N,4,-388,0.00678,0.00652,0.9619,4,1483,1.8,0,0.9835
15003,115,6833,fp16,N,N,22,-621294410,0.27629,0.30198,1.0930,4,30,772.8,0,0.9441
25,313,73,bf16,N,T,27,-349,0.00724,0.02519,3.4787,4,368,11.1,0,0.9738
12092,7289,22790,fp32,T,T,66,-621291421,43.22951,43.20863,0.9995,4,5,49.0,0,0.7466
16,18,34,fp16,N,T,27,-408,0.00692,0.02296,3.3189,4,397,0.5,0,0.9850
17169,16450,3763,bf16,T,N,69,-621289983,3.95410,4.50065,1.1382,4,5,349.7,0,0.6962
113,30,2791,fp16,T,N,77,-390,0.01832,0.12048,6.5750,4,67,44.3,0,0.9961
228,334,619,fp32,N,T,319,-621293111,0.00666,0.00699,1.0500,4,1255,254.7,0,0.9920
524,567,247,fp32,N,T,314,-621292996,0.00641,0.00685,1.0688,4,1095,353.5,0,0.9942
5356,593,2057,fp32,N,N,292,-621283864,0.15385,0.17522,1.1389,4,48,400.7,0,0.6495
2026,13129,236,fp16,N,N,17,-621294406,0.08600,0.08818,1.0253,4,106,1320.3,0,0.8391
42,70,2,fp16,T,N,71,-386,0.00571,0.01572,2.7514,4,481,2.1,0,0.9939
9457,12982,16790,bf16,T,T,20,-621285698,7.82155,8.46603,1.0824,4,5,159.1,0,0.6856
2,40,23,bf16,T,T,4,-151,0.00675,0.00640,0.9472,4,1463,0.3,0,0.9902
74,23,25479,fp32,N,N,350,-621283910,0.11421,1.57637,13.8023,4,7,86.6,0,0.9768
234,95,7,fp32,N,N,324,-621283776,0.00657,0.00630,0.9583,4,1408,14.9,0,0.9994
37,2601,7,fp16,N,T,27,-412,0.00656,0.02211,3.3703,4,388,64.3,0,1.0138
4950,2,26100,fp32,T,T,112,-621291435,0.31572,1.61605,5.1187,4,7,1637.6,0,1.0094
212,27605,12,fp16,T,N,71,-382,0.01467,0.01845,1.2573,4,461,1641.1,0,1.0180
261,19954,2,bf16,T,N,69,-611,0.01068,0.02414,2.2598,4,349,1957.9,0,1.1675
17169,6728,12686,fp32,T,T,66,-621291421,28.26510,28.36389,1.0035,4,5,59.2,0,0.7616
3,6357,57,bf16,T,T,4,-150,0.00677,0.00740,1.0928,4,1064,118.3,0,0.9884
4,91,1916,fp32,N,T,413,-621283731,0.00757,0.01336,1.7652,4,633,96.4,0,0.9815
683,18,6,fp32,T,N,280,-621293739,0.00664,0.00644,0.9702,4,1504,9.9,0,0.9969
28557,3758,1481,bf16,T,T,20,-621285693,0.76530,0.79717,1.0416,4,13,686.0,0,0.7721
14849,8744,773,bf16,T,T,20,-621285693,0.53916,0.55054,1.0211,4,17,1030.9,0,0.7239
4451,841,9874,fp32,N,T,312,-621283526,0.91472,2.66200,2.9102,4,5,244.9,0,0.6621
1,11317,21,fp16,N,T,28,-408,0.00657,0.02177,3.3157,4,408,79.3,0,1.1301
6,1618,4363,bf16,T,T,4,-150,0.23352,0.45198,1.9355,4,23,60.8,0,1.0053
37,8,4,fp16,N,T,27,-412,0.00674,0.02385,3.5406,4,384,0.2,0,0.9792
143,485,1595,fp16,T,T,22,-621291498,0.07132,0.07169,1.0051,4,121,32.0,0,1.0046
6,419,4,fp32,T,T,66,-621291436,0.00666,0.00633,0.9493,4,1587,2.5,0,1.0068
8435,3836,3542,fp32,T,T,66,-621283237,2.46195,2.54175,1.0324,4,5,123.2,0,0.6292
3,70,17,bf16,N,N,17,-257,0.00566,0.02551,4.5048,4,332,0.6,0,1.1208
7101,974,1041,fp16,T,N,75,-621296101,0.06304,0.07656,1.2144,4,128,705.5,0,0.9883
140,6203,275,fp16,N,N,17,-621294410,0.02264,0.03708,1.6376,4,222,307.5,0,0.9832
1970,1228,20932,fp16,T,N,77,-621296106,0.47536,0.76859,1.6169,4,14,302.0,0,0.9891
3,8,1,bf16,T,T,4,-153,0.00579,0.00595,1.0278,4,1646,0.0,0,1.1330
1199,22555,963,fp16,N,T,27,-621295771,0.21157,0.22509,1.0639,4,40,727.5,0,0.6608
503,4,2012,fp32,T,T,66,-621291435,0.02212,0.03915,1.7703,4,221,184.9,0,0.9825
3155,15065,11514,fp16,N,T,27,-621295777,2.61062,2.60870,0.9993,4,5,233.5,0,0.8048
2813,1251,3,bf16,T,N,69,-611,0.00819,0.02650,3.2376,4,343,1722.7,0,0.9792
2603,4273,10922,fp16,N,N,22,-621294412,0.67010,0.66995,0.9998,4,15,290.5,0,0.6606
1343,2,1727,fp16,N,N,7,-171,0.04760,0.07609,1.5987,4,113,97.8,0,0.9823
5762,5396,917,bf16,N,T,27,-621290046,0.20083,0.21191,1.0552,4,41,721.2,0,0.6579
22,17,87,fp16,T,T,22,-447,0.00561,0.01698,3.0274,4,440,1.5,0,1.2186
3974,1124,189,fp16,N,T,27,-621295773,0.02433,0.03601,1.4804,4,243,813.7,0,1.0167
202,7,4,bf16,T,N,5,-616,0.00566,0.02233,3.9489,4,350,1.3,0,0.9873
888,820,14015,fp32,N,T,312,-621293105,0.32465,3.71004,11.4278,4,5,303.9,0,0.8333
2533,802,8,fp32,N,N,264,-621293165,0.00556,0.00583,1.0487,4,1201,1481.2,0,1.0009
7531,658,3042,fp16,T,N,76,-621296101,0.10853,0.16675,1.5364,4,59,641.7,0,0.8031
3,131,2,bf16,T,N,3,-616,0.00571,0.00602,1.0551,4,1551,0.4,0,0.9839
1485,13293,9235,fp32,T,T,66,-621291425,4.44001,5.35709,1.2065,4,5,140.7,0,0.7124
35,111,31,bf16,T,T,20,-150,0.00684,0.01475,2.1577,4,575,3.6,0,0.9730
69,4,2921,fp16,T,T,22,-445,0.09657,0.11418,1.1823,4,77,4.4,0,0.9938
683,11943,11,bf16,T,T,20,-621285684,0.01999,0.02930,1.4657,4,316,1646.1,0,1.0217
11868,11138,14352,bf16,N,T,27,-621290035,7.16287,7.69190,1.0739,4,5,166.0,0,0.7858
22643,9287,224,fp32,T,T,66,-621283236,1.04870,1.05722,1.0081,4,9,829.4,0,0.6865
8839,2895,911,bf16,N,T,27,-621290049,0.17152,0.20334,1.1855,4,46,721.4,0,0.6511
18699,32355,256,fp16,N,N,17,-621294413,1.44053,1.45079,1.0071,4,7,1698.1,0,0.9593
19812,59,2597,bf16,N,N,23,-621292873,0.11884,0.13205,1.1112,4,69,907.9,0,0.9339
3,9869,1,fp16,T,N,4,-388,0.00675,0.00650,0.9640,4,1357,20.5,0,0.9927
5,115,69,fp32,T,N,254,-621284034,0.00676,0.00655,0.9692,4,1510,5.2,0,0.9859
1,364,371,fp32,T,T,21,-9,0.00379,0.00990,2.6117,4,838,143.3,0,1.1556
1927,1407,11446,fp32,T,T,66,-621283250,0.80602,0.92555,1.1483,4,11,202.8,0,0.6717
54,2,66,fp16,N,T,27,-408,0.00668,0.02637,3.9478,4,349,1.2,0,0.9876
40,437,201,fp16,T,T,22,-445,0.00959,0.02162,2.2550,4,424,27.3,0,0.9955
25,21550,21,fp16,N,N,17,-170,0.00658,0.01604,2.4356,4,558,464.9,0,1.0115
15758,487,1020,fp16,T,T,22,-621291496,0.07694,0.09553,1.2417,4,100,829.7,0,0.8905
5,17,27,fp16,T,T,5,-446,0.00686,0.00659,0.9614,4,1523,0.2,0,1.0824
101,2349,1104,fp32,T,T,66,-621283250,0.01478,0.01860,1.2589,4,456,796.5,0,0.9782
40,1828,5,fp32,N,N,278,-621283825,0.00626,0.00601,0.9601,4,1466,52.7,0,1.1512
3428,189,1856,fp16,N,T,33,-621295773,0.04414,0.07931,1.7969,4,107,362.9,0,1.0141
9168,3,5254,fp32,N,N,170,-621283910,0.05717,0.16920,2.9598,4,63,3373.3,0,0.7359
9231,1383,2519,bf16,N,N,17,-621292877,0.18581,0.18371,0.9887,4,39,562.6,0,0.6521
21,17,1471,fp16,T,T,22,-445,0.05015,0.06476,1.2913,4,146,2.3,0,0.9676
2746,23840,2137,fp32,T,T,66,-621291422,2.73608,2.74019,1.0015,4,5,178.8,0,0.6698
104,1330,3974,fp16,T,N,78,-621296106,0.09098,0.13267,1.4582,4,67,131.4,0,0.9776
21,70,828,fp16,T,N,75,-389,0.01345,0.04992,3.7118,4,173,11.6,0,0.9778
2,1000,6654,fp32,T,T,78,-621291435,0.06653,0.08274,1.2436,4,104,401.0,0,0.9991
16135,7512,9384,bf16,T,N,69,-621290007,4.25111,4.83010,1.1362,4,5,218.4,0,0.7149
29,12,13086,fp32,N,N,366,-621283970,0.01205,0.81312,67.4855,4,13,178.2,0,0.9689
17938,1040,13943,bf16,N,N,17,-621292871,1.73286,1.85501,1.0705,4,6,348.5,0,0.6771
188,43,97,bf16,T,N,69,-607,0.00893,0.02930,3.2825,4,242,8.6,0,1.5759
2226,5822,76,bf16,T,T,20,-621285685,0.02851,0.03662,1.2842,4,265,1860.9,0,0.9377
12834,24888,9138,bf16,N,T,27,-621290053,11.75612,11.90547,1.0127,4,5,167.3,0,0.9083
190,9603,14,fp32,T,N,268,-621284037,0.00624,0.00762,1.2218,4,1038,1257.6,0,1.0273
6,1009,1661,fp32,T,N,344,-621284160,0.01230,0.01806,1.4685,4,467,550.4,0,0.9752
2229,4772,13604,fp32,T,T,66,-621283243,3.40214,4.03789,1.1869,4,5,124.5,0,0.7313
4047,20,498,fp16,T,T,22,-445,0.02375,0.03236,1.3628,4,257,184.2,0,0.9684
2994,202,15817,fp16,N,T,33,-621295773,0.35591,0.62101,1.7449,4,17,290.9,0,1.0002
4,4,11682,fp16,N,T,33,-409,0.20556,0.38314,1.8639,4,26,0.9,0,0.9819
17566,14328,232,bf16,T,N,69,-621289991,0.47246,0.55825,1.1816,4,18,2162.2,0,0.7971
1661,22614,22,fp16,N,N,17,-621294402,0.06475,0.06442,0.9949,4,155,2337.0,0,0.9950
3878,2609,2200,fp16,N,T,33,-621295761,0.12798,0.13636,1.0655,4,57,539.2,0,0.7708
2,2,131,fp16,T,T,5,-445,0.00647,0.00670,1.0350,4,1048,0.2,0,0.9723
1775,7086,1106,fp16,N,T,27,-621295763,0.10444,0.10257,0.9821,4,82,669.4,0,0.6539
104,9332,239,bf16,N,N,17,-621292873,0.02141,0.03419,1.5970,4,255,392.0,0,1.1187
7477,1140,80,fp32,N,N,264,-621293241,0.02514,0.02855,1.1358,4,268,1466.1,0,0.8545
587,3744,8,fp16,T,N,71,-380,0.00686,0.02257,3.2903,4,404,1291.4,0,0.9758
819,23700,4675,bf16,T,T,20,-621285694,0.64529,0.68757,1.0655,4,15,475.6,0,0.6522
1264,25,5,bf16,T,N,69,-611,0.00659,0.02459,3.7313,4,289,21.1,0,1.3816
2915,37,8932,bf16,N,N,23,-621292873,0.27672,0.35563,1.2851,4,27,192.1,0,1.1309
12,1,98,fp32,N,N,105,-621283780,0.00659,0.00625,0.9482,4,1469,0.8,0,0.9767
4,2257,9,fp32,T,T,66,-621291439,0.00654,0.00644,0.9849,4,1441,18.0,0,1.0235
2,5121,30,fp32,T,N,146,-621284033,0.00627,0.00731,1.1672,4,1038,104.6,0,1.0117
485,202,9,fp16,N,T,27,-408,0.00660,0.02493,3.7763,4,349,61.2,0,1.0033
2,225,1055,fp16,N,N,22,-171,0.02536,0.06407,2.5263,4,134,19.0,0,1.0155
186,27322,3426,fp32,T,N,349,-621293584,0.44355,0.62763,1.4150,4,15,895.7,0,0.7570
1161,2290,2,bf16,N,N,17,-262,0.00718,0.02692,3.7502,4,317,1483.2,0,0.9977
142,124,104,fp32,T,N,279,-621284151,0.00652,0.00637,0.9773,4,1099,27.8,0,1.0037
28919,26531,11,bf16,T,N,69,-621290015,1.04653,1.83673,1.7551,4,6,2933.7,0,0.7283
1615,24071,1563,bf16,T,N,69,-621289987,0.37282,0.39653,1.0636,4,22,632.5,0,0.7238
3724,29,167,bf16,N,T,27,-349,0.01248,0.03072,2.4605,4,283,135.0,0,1.1224
2949,475,2913,bf16,N,N,23,-621292873,0.10183,0.14070,1.3816,4,69,250.9,0,1.0144
6309,222,562,fp32,N,T,321,-621283678,0.02639,0.03174,1.2027,4,285,768.7,0,0.8328
15110,8,232,fp16,N,T,27,-621295773,0.02065,0.03076,1.4894,4,293,363.0,0,0.9855
5873,2188,32,bf16,N,T,27,-621290041,0.02453,0.03053,1.2447,4,301,2116.7,0,1.0088
15865,30,23795,bf16,N,T,32,-621290049,0.49076,0.79156,1.6129,4,13,1545.2,0,1.0049
1087,5,3,bf16,T,N,5,-616,0.00673,0.02209,3.2817,4,408,4.2,0,0.9912
26528,1096,26793,bf16,T,N,69,-621290011,3.21856,3.91871,1.2175,4,5,496.0,0,0.6666
28,1062,17192,fp16,T,N,79,-387,0.24983,0.52754,2.1116,4,19,150.5,0,1.1154
25966,1,16526,fp16,T,T,23,-9,0.31365,0.65554,2.0900,4,15,2736.7,0,0.9202
447,416,626,fp16,T,T,22,-445,0.02563,0.03710,1.4472,4,256,71.2,0,0.9834
784,2,21562,bf16,T,N,14,-618,0.46426,0.54515,1.1742,4,17,73.0,0,1.0176
6610,6128,5526,fp32,N,T,356,-621283663,4.39019,6.49988,1.4805,4,5,101.0,0,0.6413
4,6,78,fp16,N,N,2,-170,0.00686,0.00661,0.9637,4,1070,0.2,0,0.9864
7348,1126,3792,bf16,N,T,32,-621290049,0.14486,0.19225,1.3271,4,42,672.1,0,0.7333
1,17211,10547,fp32,N,N,321,-621283956,0.21152,0.68595,3.2429,4,15,3433.2,0,0.6312
4053,14623,264,bf16,N,N,17,-621292873,0.18927,0.26499,1.4001,4,35,1304.6,0,0.8504
2230,57,536,fp16,N,N,17,-621294406,0.02964,0.04607,1.5546,4,190,99.9,0,1.0940
1240,6308,200,bf16,N,N,17,-621292869,0.02786,0.03938,1.4132,4,235,1231.3,0,1.1744
102,2,76,bf16,N,N,2,-257,0.00687,0.00654,0.9517,4,1169,2.4,0,0.9848
4,6,9,bf16,T,N,5,-616,0.00673,0.02224,3.3062,4,370,0.0,0,0.9953
48,45,23,fp32,N,T,237,-621283657,0.00660,0.00664,1.0052,4,1545,2.6,0,0.9963
3376,27835,10577,fp32,T,T,66,-621291421,20.01223,20.10446,1.0046,4,5,84.8,0,0.8599
6948,1,343,fp16,T,T,23,-9,0.00758,0.02748,3.6256,4,311,632.6,0,0.9885
6204,1448,1470,fp32,N,T,356,-621293075,0.28092,0.29343,1.0445,4,25,288.1,0,0.6485
1658,8,15,bf16,N,T,27,-353,0.00650,0.02471,3.8031,4,333,15.9,0,0.9694
5806,18274,10531,bf16,N,N,17,-621292879,4.46443,5.94526,1.3317,4,5,208.7,0,0.9634
47,510,37,fp32,T,N,254,-621284033,0.00651,0.00644,0.9881,4,1419,27.4,0,0.9662
3592,1941,28824,fp32,T,N,306,-621284193,4.00489,4.27657,1.0678,4,5,166.3,0,0.7474
8019,1,4908,fp16,N,N,5,-9,0.04262,0.38322,8.9910,4,25,1847.8,0,0.9956
28,212,689,fp32,N,N,306,-621283842,0.00642,0.00667,1.0392,4,1160,106.8,0,0.9695
25,2,19,bf16,N,N,2,-262,0.00679,0.00687,1.0114,4,1278,0.2,0,0.9955
1062,26537,7125,fp32,N,T,312,-621283612,4.24600,4.78650,1.1273,4,5,211.8,0,0.7081
22282,4620,203,fp32,N,N,292,-621283808,0.49817,0.67031,1.3455,4,14,870.4,0,0.6439
3358,16266,16588,bf16,T,N,69,-621290000,3.25514,4.62925,1.4221,4,5,267.1,0,0.6672
17,38,9,fp16,T,T,22,-446,0.00675,0.01357,2.0098,4,638,0.5,0,0.9655
1644,6751,4597,fp16,N,N,22,-621294412,0.32280,0.39982,1.2386,4,23,376.6,0,0.7523
32,2,2,bf16,N,N,2,-257,0.00690,0.00653,0.9456,4,1570,0.1,0,1.2444
123,55,2125,bf16,T,N,78,-619,0.01681,0.09887,5.8831,4,92,46.6,0,0.9990
35,16479,1095,fp16,T,T,22,-621291504,0.05514,0.05615,1.0183,4,161,697.7,0,1.0454
42,474,10045,fp32,T,T,66,-621283250,0.09932,0.62226,6.2649,4,16,209.5,0,0.9836
98,55,9,bf16,N,T,27,-349,0.00665,0.02438,3.6658,4,342,3.7,0,0.9863
11243,5116,12550,fp16,T,T,22,-621291508,2.76047,2.75806,0.9991,4,5,232.1,0,0.8143
128,1545,23,bf16,T,T,20,-150,0.00684,0.01496,2.1879,4,586,127.0,0,0.9664
10776,12791,2198,fp32,T,T,66,-621283237,5.73721,5.85610,1.0207,4,5,132.2,0,0.6610
23,1163,66,fp16,N,T,27,-408,0.00669,0.02525,3.7748,4,361,39.4,0,1.1243
22706,2220,3524,bf16,T,N,69,-621290009,0.74629,0.80011,1.0721,4,13,505.6,0,0.7274
45,1,85,fp32,T,N,117,-621293740,0.00659,0.00634,0.9615,4,1523,2.4,0,0.9691
28305,2550,30967,bf16,T,N,69,-621290009,8.05925,10.16508,1.2613,4,5,272.9,0,0.6612
6156,3773,5,bf16,T,N,69,-611,0.04280,0.06175,1.4430,4,164,2173.2,0,0.9787
1629,6755,209,fp16,N,T,27,-621295763,0.04373,0.04373,1.0001,4,223,1086.7,0,0.9161
13957,50,24316,bf16,T,N,79,-621289988,0.56388,0.85726,1.5203,4,11,1213.0,0,0.7792
23566,1029,1793,bf16,N,N,17,-621292880,0.32229,0.32282,1.0016,4,30,574.6,0,0.6439
11748,2,60,fp32,T,N,187,-621284188,0.00640,0.01112,1.7366,4,709,455.2,0,0.9734
5299,2392,147,bf16,T,T,20,-621285684,0.03440,0.03982,1.1573,4,241,1539.4,0,1.0149
17,26242,1064,fp16,N,N,22,-621294410,0.04583,0.04746,1.0357,4,199,1258.3,0,1.0064
15,1448,4316,fp16,N,N,22,-171,0.12004,0.13880,1.1563,4,61,105.9,0,0.9750
19,18521,5884,fp32,N,T,342,-621293050,0.15489,0.41087,2.6527,4,26,2826.4,0,0.6808
50,2,55,fp16,N,N,2,-170,0.00679,0.00656,0.9669,4,1305,0.9,0,1.1453
1,3,2,fp32,T,T,21,-621291435,0.00569,0.00589,1.0350,4,1574,0.0,0,0.9852
15907,679,117,bf16,T,T,20,-621285689,0.03206,0.04078,1.2719,4,232,1468.7,0,0.9905
8012,90,318,fp32,N,N,372,-621283793,0.01187,0.01744,1.4698,4,480,1111.7,0,0.8507
1238,30,57,fp16,T,N,71,-380,0.00584,0.02009,3.4422,4,417,50.2,0,0.9886
6303,8281,13485,fp32,T,T,66,-621291420,15.30428,16.07476,1.0503,4,5,65.0,0,1.0486
7237,30356,5329,fp16,T,N,71,-621296118,4.64698,4.98866,1.0735,4,5,275.3,0,0.7062
3804,1555,20246,bf16,N,N,23,-621292871,0.82238,0.83146,1.0110,4,11,292.6,0,0.7028
5,943,430,fp32,N,T,365,-621283655,0.00621,0.00643,1.0360,4,1197,265.8,0,0.9687
10,75,4,fp16,T,N,71,-386,0.00659,0.01557,2.3612,4,568,0.6,0,0.9951
8439,10631,17072,bf16,N,N,17,-621292879,6.30565,7.67949,1.2179,4,5,160.2,0,0.7224
1782,58,15,bf16,N,N,17,-257,0.00661,0.02541,3.8432,4,325,70.9,0,0.9948
5716,15618,27368,fp16,N,T,27,-621295785,10.30422,10.61108,1.0298,4,5,148.0,0,0.7457
447,2,5291,fp32,N,N,170,-621283911,0.02564,0.04807,1.8747,4,188,370.7,0,0.9655
26153,40,297,fp16,N,T,27,-621295773,0.02436,0.03384,1.3894,4,271,810.5,0,1.0071
437,3,62,bf16,N,T,27,-349,0.00689,0.02737,3.9733,4,312,8.7,0,0.9892
2291,8661,2078,fp16,T,N,71,-621296103,0.26861,0.27460,1.0223,4,33,464.9,0,0.6950
211,6,12121,fp16,N,T,33,-621295773,0.23450,0.40121,1.7109,4,25,22.5,0,1.1034
8199,990,640,fp32,T,N,296,-621284350,0.11130,0.15380,1.3818,4,44,503.1,0,0.6781
14,1,19,bf16,N,N,2,-9,0.00384,0.00658,1.7109,4,1413,0.2,0,0.9872
3232,27959,4708,fp32,T,N,296,-621293475,7.97359,9.27684,1.1634,4,5,119.0,0,0.7605
23,30,399,fp16,N,N,17,-170,0.02514,0.03812,1.5164,4,249,1.8,0,1.1273
5,10,45,fp16,N,T,27,-408,0.00667,0.02346,3.5163,4,373,0.2,0,0.9890
1598,123,98,bf16,N,N,17,-257,0.00933,0.02963,3.1762,4,309,120.4,0,1.0050
4484,8700,2431,bf16,N,N,17,-621292877,0.56399,0.61620,1.0926,4,16,390.3,0,0.6788
1888,1974,7988,fp32,T,N,365,-621284354,0.61304,0.67332,1.0983,4,15,225.6,0,1.0253
21,1,32,fp16,T,N,4,-9,0.00389,0.00638,1.6421,4,1307,0.4,0,0.9782
1291,1934,16091,fp16,N,T,33,-621295777,0.37815,0.61244,1.6196,4,17,300.9,0,1.0089
19633,8884,243,bf16,T,T,20,-621285686,0.44219,0.50543,1.1430,4,20,1609.1,0,0.7710
24337,78,19365,fp32,N,T,359,-621283585,1.16993,1.45508,1.2437,4,7,1623.0,0,0.6920
5,22,227,fp32,N,N,382,-621293368,0.00644,0.00649,1.0088,4,1507,3.9,0,0.9894
24361,11319,6473,bf16,T,T,20,-621285693,6.66622,7.19623,1.0795,4,5,234.7,0,0.7161
1177,21870,172,fp16,T,N,71,-621296115,0.07812,0.09195,1.1771,4,107,1419.5,0,0.8370
6328,9339,231,bf16,N,T,27,-621290043,0.20926,0.23243,1.1107,4,43,1164.2,0,0.8244
1480,10,11,fp16,T,T,22,-447,0.00664,0.01418,2.1376,4,534,13.9,0,0.9736
14,102,27,fp32,T,T,66,-621291426,0.00665,0.00658,0.9884,4,1478,2.7,0,0.9984
373,20755,3449,fp32,T,N,306,-621293754,0.61983,0.66709,1.0762,4,14,520.2,0,0.6783
11989,7798,24499,fp32,T,T,66,-621291421,47.00018,46.99983,1.0000,4,5,49.2,0,0.7954
10,904,400,fp16,N,T,27,-621295773,0.02198,0.03553,1.6166,4,235,34.9,0,0.9765
57,9399,8366,fp32,T,T,66,-621291435,0.20349,0.54963,2.7010,4,18,1565.5,0,0.7016
5,114,87,fp32,N,N,324,-621284002,0.00662,0.00669,1.0093,4,1463,6.6,0,0.9942
10714,18417,1648,fp32,N,T,312,-621283630,5.99219,6.13007,1.0230,4,5,163.8,0,0.7619
333,14429,7,bf16,T,N,69,-611,0.01218,0.02566,2.1067,4,319,1595.2,0,0.9888
8,75,968,bf16,T,N,76,-618,0.01428,0.05471,3.8308,4,173,11.4,0,0.9729
67,6,144,fp16,N,T,27,-408,0.00933,0.02885,3.0908,4,320,2.4,0,0.9890
14712,265,6115,fp16,T,N,77,-621296106,0.20128,0.31266,1.5533,4,30,987.5,0,0.6909
25,591,399,fp32,N,N,306,-621293231,0.00556,0.00583,1.0475,4,1317,187.4,0,0.9707
653,13848,125,fp32,N,T,268,-621283452,0.04511,0.05535,1.2271,4,168,962.7,0,0.8992
28,112,1,fp32,N,N,302,-621293153,0.00568,0.00587,1.0332,4,1523,2.3,0,1.2111
4946,2274,10730,fp32,T,N,335,-621284354,2.48162,3.09035,1.2453,4,5,143.0,0,0.6561
34,61,10,fp16,T,T,22,-449,0.00666,0.01364,2.0468,4,643,1.5,0,0.9642
7934,2060,570,fp16,T,T,22,-621291496,0.07790,0.08549,1.0974,4,100,985.5,0,0.6582
222,63,2026,fp16,N,T,33,-409,0.04138,0.08882,2.1465,4,107,29.3,0,1.1421
26833,3042,1237,bf16,N,T,27,-621290049,0.60133,0.68745,1.1432,4,15,665.9,0,0.6743
73,91,442,fp16,T,T,22,-445,0.01688,0.02989,1.7704,4,244,10.2,0,1.4548
13317,59,2465,bf16,T,N,78,-621289993,0.06569,0.10394,1.5823,4,88,1051.7,0,1.0332
1337,147,17,fp16,N,N,17,-173,0.00661,0.02652,4.0121,4,314,126.6,0,0.9698
19989,5748,5679,bf16,T,T,20,-621285693,2.50939,2.57353,1.0256,4,5,299.6,0,0.7940
674,896,17,bf16,T,N,69,-611,0.00673,0.02226,3.3073,4,387,366.8,0,0.9762
352,287,364,bf16,T,T,20,-150,0.01799,0.02686,1.4931,4,347,48.3,0,0.9958
5,1094,15427,fp16,N,T,33,-621295777,0.29592,0.50344,1.7012,4,20,114.7,0,1.0053
2010,2106,3856,fp16,N,T,33,-621295777,0.11814,0.16045,1.3581,4,57,412.0,0,0.9957
1723,8728,37,bf16,N,N,17,-621292869,0.02270,0.03371,1.4851,4,275,2683.8,0,0.9278
